HOSTNAME,VENDOR,MODEL,IPS,SERIALS,STATUS,SITE_CODE,DIVISION,LOCATION,FW_TYPE
pdc-fw-inetdmz-a:1,Checkpoint,13000 Appliances,10.249.1.8,10.249.1.8,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-inetdmz-a:2,Checkpoint,PH-30,10.249.1.8,LR201611025631,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-inetdmz-b:1,Checkpoint,13000 Appliances,10.249.1.9,10.249.1.9,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-inetdmz-b:2,Checkpoint,PH-30,10.249.1.9,LR201611025611,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-pdchs-fo.aetna.com,Cisco,ASA5585-S10F10-K9,10.108.52.12,JMX192580F0,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-pdchs:1,Cisco,ASA5585-SSP-40,10.108.52.11,JMX192580F1,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-pdchs:2,Cisco,ASA5585-SSP-40,,JAD19210454,,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-services-a:1,Checkpoint,23000 Appliances,206.213.226.12,206.213.226.12,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|INTERNAL
pdc-fw-services-a:2,Checkpoint,PD-20-00,206.213.226.12,LR201809006048,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|INTERNAL
pdc-fw-services-b:1,Checkpoint,23000 Appliances,206.213.226.13,206.213.226.13,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|INTERNAL
pdc-fw-services-b:2,Checkpoint,PD-20-00,206.213.226.13,LR201809000895,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|INTERNAL
pdc-fw-vpn1-a,Cisco,ASA5555-K9,10.249.30.11,FGL174840Q4,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|VPN
pdc-fw-vpn1-s,Cisco,ASA5555-K9,10.249.30.12,FGL174840QA,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|VPN
PGAATCPSECINTSEMA-01/pri/stby,Cisco,5555,10.38.88.12,FTX2150W0M2,Offline,AAN,PSS,US > GA > Atlanta > 48637 - 48637B01,INTERNAL|PCI
PGAATCPSECINTSEMA-01/sec/act,Cisco,5555,10.38.88.11,FTX2235W0TD,Offline,AAN,PSS,US > GA > Atlanta > 48637 - 48637B01,INTERNAL|PCI
phx-mx-l1-1,Cisco,MX84,68.227.44.103,Q2PN-5J6P-TPM3,Offline,PHX,Aetna,US > AZ > Phoenix > AZ0515 - AZ0515B01,
PIH-SEC-M1A-PCI-01/pri/stby,Cisco,5555,10.84.241.12,FTX203610LM,Online,PIH,PSS,US > PA > Pittsburgh > 97760 - 97760B01,INTERNAL|PCI
PIH-SEC-M1A-PCI-01/sec/act,Cisco,5555,10.84.241.11,FTX203610LZ,Online,PIH,PSS,US > PA > Pittsburgh > 97760 - 97760B01,INTERNAL|PCI
pilmpccsecintmat-1-fo.cvs.com,Cisco,ASA5516-FPWR-K9,10.76.255.42,JMX2103Y0KD,Offline,MNR,PSS,US > IL > Mount Prospect > 08702 - 08702B01,INTERNAL
pilmpccsecintmat-1.cvs.com,Cisco,ASA5516-FPWR-K9,10.76.255.41,JMX2103Y0ZZ,Offline,MNR,PSS,US > IL > Mount Prospect > 08702 - 08702B01,INTERNAL
pilmpmo2secintmdf-01,Cisco,ASA5585-SSP-60,10.91.255.28,JAF1546CHSE,Offline,MNO,PSS,US > IL > Mount Prospect > 99625 - 99625B04,INTERNAL
pilmpmo2secintmdf-01/act,Cisco,ASA5585-SSP-60,10.91.255.28,JAF1546CHSE,Offline,MNO,PSS,US > IL > Mount Prospect > 99625 - 99625B04,INTERNAL
pilmpmo2secintmdf-01/pri/act/admin,Cisco,5585-SSP-60,10.91.255.28,JMX1553701T/admin,Offline,MNO,PSS,US > IL > Mount Prospect > 99625 - 99625B04,INTERNAL
pilmpmo2secintmdf-01/pri/act/Prod,Cisco,5585-SSP-60,10.91.255.28,JMX1553701T/Prod,Offline,MNO,PSS,US > IL > Mount Prospect > 99625 - 99625B04,INTERNAL
pmamlmssecint-01,Cisco,ASA5516-FPWR-K9,10.38.147.141,JMX2431X07U,Offline,MLF,PSS,US > MA > Milford > 48036 - 48036B01,INTERNAL
pmamlmssecint-01-fo,Cisco,ASA5516-FPWR-K9,10.38.147.142,JMX1944Z06D,Offline,MLF,PSS,US > MA > Milford > 48036 - 48036B01,INTERNAL
pmidtmssecint-01-fo,Cisco,ASA5516-FPWR-K9,10.38.3.142,JMX2240G18X,Offline,TRY,PSS,US > MI > Troy > 48040 - 48040B01,INTERNAL
pmidtmssecint-01.cvs.com,Cisco,ASA5516-FPWR-K9,10.38.3.141,JMX2240G18T,Offline,TRY,PSS,US > MI > Troy > 48040 - 48040B01,INTERNAL
pmnedpvsecintmdf-1,Cisco,ASA5555-K9,10.37.255.10,FTX2150W0KG,Offline,Unknown Import,PSS,Unknown Import,INTERNAL
Pnchpcpsecintmat-1/pri/act,Cisco,5516,10.87.249.10,JMX2101Y17P,Online,HPT,CVS,US > NC > High Point > NC1601 - NC1601B01,INTERNAL
Pnchpcpsecintmat-1/sec/stby,Cisco,5516,10.87.249.11,JMX2101Y179,Online,HPT,CVS,US > NC > High Point > NC1601 - NC1601B01,INTERNAL
pncrasp-sec-mdf-sema-01-a,Cisco,ASA5555-K9,10.38.56.30,FTX2236W0LS,Offline,RAG,PSS,US > NC > Raleigh > 48045 - 48045B01,PCI
pncrasp-sec-mdf-sema-01-s,Cisco,ASA5555-K9,10.38.56.31,FTX2236W0LK,Offline,RAG,PSS,US > NC > Raleigh > 48045 - 48045B01,PCI
POG17230074,Cisco,ASA5585-S10F10-K9,,POG17230074,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
ppaptcp-sec-mdf-mat-01.cvs.com:1,Cisco,ASA5516-FPWR-K9,10.95.255.42,JMX2103Y0JA,Offline,PIH,PSS,US > PA > Pittsburgh > 97760 - 97760B01,
PPAPTCP-SEC-MDF-MAT-01/sec/act,Cisco,5516,10.95.248.236,JMX2101Y178,Online,PIH,PSS,US > PA > Pittsburgh > 97760 - 97760B01,
ppawbmo-sec-mdf-mat-01.cvs.com:1,Cisco,ASA5516-FPWR-K9,10.89.255.41,JMX2103Y0K9,Offline,WBA,PSS,US > PA > Wilkes-Barre > 48002 - 48002B01,
ppawbmo-sec-mdf-mat-01.cvs.com:2,Cisco,ASA5516-FPWR-K9,10.89.255.42,JMX2103Y0J3,Offline,WBA,PSS,US > PA > Wilkes-Barre > 48002 - 48002B01,
pprcasp-sec-mdf-sema-01-a-a,Cisco,Firepower 2130 Threat Defense,10.30.86.149,JMX2622X1G0,Offline,CRA,PSS,US > PR > Carolina > 08899 - 08899B05,PCI
priwsdcsecint-pbm-retail-01.cvs.com,Cisco,FPR4145-NGFW-K9,10.17.209.17,JMX2426L044,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
priwsdcsecint-pbm-retail-02,Cisco,FX-OS,10.17.209.18,JAD2717097W,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
priwsdcsecint-pbm-retail-02.cvs.com,Cisco,FPR4145-NGFW-K9,10.17.209.18,JMX2721X15V,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
PRIWSDCSECINT121B-pbm-retail/pri/act,Cisco,FPR4K-SM-44S,192.168.252.162,FLM241802BH,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
PRIWSDCSECINT121B-pbm-retail/sec/stby,Cisco,FPR4K-SM-44S,192.168.252.163,FLM232400JL,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
priwsdrsecextadmvpn-01.caremarkrx.net,Cisco,ASA5555-K9,,FTX2131W0M8,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|PERIMETER|VPN
priwsdrsecextca32-1-ftd,Cisco,Firepower 4150 Threat Defense,10.45.143.254,FLM22440833,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|PERIMETER
priwsdrsecextca32-1-fxos-dr,Cisco,Firepower 41xx,10.45.143.253,JMX2247L02L,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|PERIMETER
ptnbncpsecintsema-01.cvs.com-fo:2,Cisco,ASA5555-K9,10.38.84.34,FCH22327JMH,Offline,CVL,PSS,US > TN > Collierville > 10994 - 10994B01,INTERNAL|PCI
PTNBNCPSECINTSEMA-01/pri/act,Cisco,5555,10.38.84.33,FTX2235W0F0,Offline,CVL,PSS,US > TN > Collierville > 10994 - 10994B01,INTERNAL|PCI
PTNBNCPSECINTSEMA-01/sec/stby,Cisco,5555,10.38.84.34,FTX2235W0VN,Offline,CVL,PSS,US > TN > Collierville > 10994 - 10994B01,INTERNAL|PCI
PTXDADC-SEC-CLDEQ-01,Cisco,SM-56,10.223.255.187,FLM241707MC,Online,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),CC
PTXDADC-SEC-CLDEQ-02,Cisco,SM-56,10.223.255.190,FLM242601QE,Online,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),CC
ptxdadc-sec-eqx-fx-01:1,Cisco,FX-OS,10.223.255.183,JAD24280MRV,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxdadc-sec-eqx-fx-01:2,Cisco,FPR-CH-9300-AC,10.223.255.183,JMX2430L02Y,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxdadc-sec-eqx-fx-02:1,Cisco,FX-OS,10.223.255.184,JAD24300MJL,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxdadc-sec-eqx-fx-02:2,Cisco,FPR-CH-9300-AC,10.223.255.184,JMX2432L02Z,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxdalseccludeq-01:1,Cisco,Firepower NGFW 4110,10.223.255.125,JAD23110Z48,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxdalseccludeq-01:2,Cisco,FPR4145-NGFW-K9,10.223.255.125,JMX2317L01A,Offline,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),
ptxsnmosecintpcimdf-1/pri/stby,Cisco,5555,10.113.241.12,FTX2150W06P,Online,STI,PSS,US > TX > San Antonio > 03842 - 03842B01,INTERNAL|PCI
ptxsnmosecintpcimdf-1/sec/act,Cisco,5555,10.113.241.11,FTX2150W0MN,Online,STI,PSS,US > TX > San Antonio > 03842 - 03842B01,INTERNAL|PCI
Q2PN-2SUG-83JA,Meraki,MX84,,Q2PN-2SUG-83JA,,FLL,Aetna,US > VA > Falls Church > VA6502 - VA6502B01,
Q2PN-3MZT-FJP3,Meraki,MX84,,Q2PN-3MZT-FJP3,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-3R38-LVWT,Meraki,MX84,,Q2PN-3R38-LVWT,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-4R9Y-C846,Meraki,MX84,,Q2PN-4R9Y-C846,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-5Z5L-JR2N,Meraki,MX84,,Q2PN-5Z5L-JR2N,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-6R3C-WQ4X,Meraki,MX84,,Q2PN-6R3C-WQ4X,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-77JL-6NQC,Meraki,MX84,,Q2PN-77JL-6NQC,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-87US-CGWS,Meraki,MX84,,Q2PN-87US-CGWS,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-8RH5-PABA,Meraki,MX84,,Q2PN-8RH5-PABA,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-98YF-BBR9,Meraki,MX84,,Q2PN-98YF-BBR9,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-C8NG-HUY7,Meraki,MX84,,Q2PN-C8NG-HUY7,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-CUHT-BLE2,Meraki,MX84,,Q2PN-CUHT-BLE2,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-ESUL-R6LG,Meraki,MX84,,Q2PN-ESUL-R6LG,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-FHXJ-KTC5,Meraki,MX84,,Q2PN-FHXJ-KTC5,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-GFMD-FRTY,Meraki,MX84,,Q2PN-GFMD-FRTY,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-HY8K-YJ27,Meraki,MX84,,Q2PN-HY8K-YJ27,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-JNUE-R3EX,Meraki,MX84,,Q2PN-JNUE-R3EX,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-K6GX-D2JQ,Meraki,MX84,,Q2PN-K6GX-D2JQ,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-KAA9-43H6,Meraki,MX84,,Q2PN-KAA9-43H6,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-KEM2-PB8P,Meraki,MX84,,Q2PN-KEM2-PB8P,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-L2LP-3YCL,Meraki,MX84,,Q2PN-L2LP-3YCL,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-LF86-XAWX,Meraki,MX84,,Q2PN-LF86-XAWX,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-LH75-VK6J,Meraki,MX84,,Q2PN-LH75-VK6J,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-LJTU-VBSL,Meraki,MX84,,Q2PN-LJTU-VBSL,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-LUFS-MR3J,Meraki,MX84,,Q2PN-LUFS-MR3J,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-LX6Y-Q3TA,Meraki,MX84,,Q2PN-LX6Y-Q3TA,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-MLS5-KRF2,Meraki,MX84,,Q2PN-MLS5-KRF2,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-NFQN-TW4B,Meraki,MX84,,Q2PN-NFQN-TW4B,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-NGC7-YN22,Meraki,MX84,,Q2PN-NGC7-YN22,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-NGFF-3GPS,Meraki,MX84,,Q2PN-NGFF-3GPS,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-NZAG-TB8F,Meraki,MX84,,Q2PN-NZAG-TB8F,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-QC7Q-SVL9,Meraki,MX84,,Q2PN-QC7Q-SVL9,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-RZDY-3NDF,Meraki,MX84,,Q2PN-RZDY-3NDF,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-TNF8-X8VY,Meraki,MX84,,Q2PN-TNF8-X8VY,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-VTYY-5Q4C,Meraki,MX84,,Q2PN-VTYY-5Q4C,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-X7RE-DTRS,Meraki,MX84,,Q2PN-X7RE-DTRS,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-XVCC-HEFR,Meraki,MX84,,Q2PN-XVCC-HEFR,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
Q2PN-ZWW7-FY3L,Meraki,MX84,,Q2PN-ZWW7-FY3L,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
qzc-fw-concentrix2-a:1,Checkpoint,PH-30,10.108.36.6,LR201807002194,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzc-fw-concentrix2-a:2,Checkpoint,15000 Appliances,10.108.36.6,10.108.36.6,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzc-fw-concentrix2-b:1,Checkpoint,PH-30,10.108.36.7,LR201807002196,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzc-fw-concentrix2-b:2,Checkpoint,15000 Appliances,10.108.36.7,10.108.36.7,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzn-fw-accenture-a:1,Checkpoint,PL-20,10.108.244.11,1823BA0335,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzn-fw-accenture-a:2,Checkpoint,5000 Appliances,10.108.244.11,10.108.244.11,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzn-fw-accenture-b:1,Checkpoint,PL-20,10.108.244.12,1819BA3598,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
qzn-fw-accenture-b:2,Checkpoint,5000 Appliances,10.108.244.12,10.108.244.12,Offline,QZT,Aetna,APAC > PH > MNL > QZT,B2B
R-MAWT-ASA-VPN02,Cisco,5585-SSP-20,10.218.24.254,JMX17428091,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,VPN
razphdi-sec-mdf-int-01-a,Cisco,ASA5516-FPWR-K9,10.195.65.10,JMX2140G06E,Offline,TON,PCW,US > AZ > Tolleson > 86180 - 86180B02,INTERNAL
razphdi-sec-mdf-int-01-s,Cisco,ASA5516-FPWR-K9,10.195.65.9,JMX2140G07D,Offline,TON,PCW,US > AZ > Tolleson > 86180 - 86180B02,INTERNAL
razshdc-sec-int-rxc-fxos-01,Cisco,FX-OS,10.123.254.208,JAD2628047Z,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
razshdc-sec-int-rxc-fxos-01.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.208,JMX2631X07T,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
razshdc-sec-int-rxc-fxos-02,Cisco,FX-OS,10.123.254.209,JAD262401R2,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
razshdc-sec-int-rxc-fxos-02.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.209,JMX2631X071,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
RAZSHDC-SEC-INTRXC-02,Cisco,4145,10.123.254.211,FLM2628VBUC,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
razshdcsecintdrgw-01/actnofailover,Cisco,ASA5555-K9,10.218.24.186,FCH1838JJCV,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,DR|INTERNAL
RCALHDI-SEC-MDF-INT-01/pri/stby,Cisco,5516,10.195.1.9,JMX2144G1E9,Online,LAH,PCW,US > CA > La Habra > 86170 - 86170B01,INTERNAL
RCALHDI-SEC-MDF-INT-01/sec/act,Cisco,5516,10.195.1.10,JMX2144G1DP,Online,LAH,PCW,US > CA > La Habra > 86170 - 86170B01,INTERNAL
rdp-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.38.184.34,FTX2237W08Z,Offline,RDP,PCW,US > NJ > Randolph > 06872 - 06872B01,INTERNAL|PCI
rdp-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.38.184.35,FTX2237W091,Offline,RDP,PCW,US > NJ > Randolph > 06872 - 06872B01,INTERNAL|PCI
red-apl-fch18417tnt,Cisco,ASA5555-K9,,FCH18417TNT,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fch18427s5a,Cisco,ASA5555-K9,,FCH18427S5A,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fch2020jelj,Cisco,ASA5555-K9,,FCH2020JELJ,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fch2020jenx,Cisco,ASA5555-K9,,FCH2020JENX,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fgl174940tf,Cisco,ASA5555-K9,,FGL174940TF,,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
red-apl-fgl174940tj,Cisco,ASA5555-K9,,FGL174940TJ,,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
red-apl-fgl1924707s,Cisco,ASA5555-K9,,FGL1924707S,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fgl1924707t,Cisco,ASA5555-K9,,FGL1924707T,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-fgl201340qy,Cisco,ASA5555-K9,,FGL201340QY,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx175010gx,Cisco,ASA5525-K9,,FTX175010GX,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx175010gz,Cisco,ASA5525-K9,,FTX175010GZ,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx175010h3,Cisco,ASA5525-K9,,FTX175010H3,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx175010h5,Cisco,ASA5525-K9,,FTX175010H5,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx1830104f,Cisco,ASA5525-K9,,FTX1830104F,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx1830104p,Cisco,ASA5525-K9,,FTX1830104P,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2147w0a5,Cisco,ASA5555-K9,,FTX2147W0A5,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2147w0ad,Cisco,ASA5555-K9,,FTX2147W0AD,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2235w0sh,Cisco,ASA5555-K9,,FTX2235W0SH,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2235w0sk,Cisco,ASA5555-K9,,FTX2235W0SK,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2236w0m7,Cisco,ASA5555-K9,,FTX2236W0M7,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-ftx2236w0m9,Cisco,ASA5555-K9,,FTX2236W0M9,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1651813q,Cisco,ASA5585-S10F10-K9,,JMX1651813Q,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx181780d5,Cisco,ASA5585-S10F10-K9,,JMX181780D5,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx181780d6,Cisco,ASA5585-S10F10-K9,,JMX181780D6,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx184580g5,Cisco,ASA5585-S10F10-K9,,JMX184580G5,,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
red-apl-jmx18468009,Cisco,ASA5585-S10F10-K9,,JMX18468009,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1846800a,Cisco,ASA5585-S10F10-K9,,JMX1846800A,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1846800b,Cisco,ASA5585-S10F10-K9,,JMX1846800B,,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
red-apl-jmx1903803n,Cisco,ASA5585-S10F10-K9,,JMX1903803N,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1903803y,Cisco,ASA5585-S10F10-K9,,JMX1903803Y,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1903803z,Cisco,ASA5585-S10F10-K9,,JMX1903803Z,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx19038040,Cisco,ASA5585-S10F10-K9,,JMX19038040,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx192680pg,Cisco,ASA5585-S10F10-K9,,JMX192680PG,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx192680pt,Cisco,ASA5585-S10F10-K9,,JMX192680PT,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx19288066,Cisco,ASA5585-S10F10-K9,,JMX19288066,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1928806c,Cisco,ASA5585-S10F10-K9,,JMX1928806C,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1928806h,Cisco,ASA5585-S10F10-K9,,JMX1928806H,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1928806j,Cisco,ASA5585-S10F10-K9,,JMX1928806J,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx193980e2,Cisco,ASA5585-S10F10-K9,,JMX193980E2,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx193980e7,Cisco,ASA5585-S10F10-K9,,JMX193980E7,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx193980e8,Cisco,ASA5585-S10F10-K9,,JMX193980E8,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1942800g,Cisco,ASA5585-S10F10-K9,,JMX1942800G,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1942800h,Cisco,ASA5585-S10F10-K9,,JMX1942800H,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx1942802f,Cisco,ASA5585-S10F10-K9,,JMX1942802F,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx20118047,Cisco,ASA5585-S10F10-K9,,JMX20118047,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx201880hy,Cisco,ASA5585-S10F10-K9,,JMX201880HY,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx201880ka,Cisco,ASA5585-S10F10-K9,,JMX201880KA,,EWN,PCW,US > NC > New Bern > 05597 - 05597B02,
red-apl-jmx201880ke,Cisco,ASA5585-S10F10-K9,,JMX201880KE,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx201880ku,Cisco,ASA5585-S10F10-K9,,JMX201880KU,,EWN,PCW,US > NC > New Bern > 05597 - 05597B02,
red-apl-jmx2030l07b,Cisco,ASA5585-S10F10-K9,,JMX2030L07B,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2030l09x,Cisco,ASA5585-S10F10-K9,,JMX2030L09X,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2035l0c9,Cisco,ASA5585-S10F10-K9,,JMX2035L0C9,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
